num,raw_text
230,"A method of de-blocking filtering a processed video is provided. The processed video includes a plurality of blocks and each block includes a plurality of sub-blocks. A current block of the plurality of blocks includes vertical edges and horizontal edges. The processed video further includes a set of control parameters and reconstructed pixels corresponding to the current block. A boundary strength index is estimated at the vertical edges and at the horizontal edges of the current block. The set of control parameters, the reconstructed pixels corresponding to the current block and partially filtered pixels corresponding to a set of adjacent sub-blocks are loaded. The vertical edges and the horizontal edges of the current block are filtered based on the boundary strength index and the set of control parameters such that a vertical edge of the current block is filtered before filtering at least one horizontal edge of the current block."
231,"A video encoding method and apparatus, and a video decoding method and apparatus for generating a reconstructed image having a minimized error between an original image and the reconstructed image. The video decoding method accompanied by a sample adaptive offset (SAO) adjustment, the method includes: obtaining 5 slice SAO parameters with respect to a current slice from a slice header of a received bitstream; obtaining luma SAO use information for a luma component of the current slice and chroma SAO use information for chroma components thereof from among the slice SAO parameters; determining whether to perform a SAO operation on the luma component of 10 the current slice based on the obtained luma SAO use information; and equally determining whether to perform the SAO adjustment on a first chroma component and a second chroma component of the current slice based on the obtained chroma SAO use information."
232,"Described herein are techniques related to re-use of filter parameters, and particularly Sample Adaptive Offset (SAO) parameters, of an independent view or coded dependent views for coding dependent views for three dimension (3D) video encoding."
233,"Catalytic articles having a high porosity substrate containing platinum, palladium or a mixture thereof, in walls of the high porosity substrate and an SCR catalyst coating on a wall of the high porosity substrate are disclosed. The platinum, palladium or mixture thereof can be present in the wall of the high porosity support as a metal, or as a supported platinum, palladium or a mixture thereof. The catalytic articles are useful for selective catalytic reduction (SCR) of NOx in exhaust gases and in reducing the amount of ammonia slip. Methods for producing such articles are described. Methods of using the catalytic articles in an SCR process, where the amount of ammonia slip is reduced, are also described."
234,"A moving picture coding method includes: performing context adaptive binary arithmetic coding in which a variable probability value is used, on first information among multiple types of sample adaptive offset (SAO) information used for SAO that is a process of assigning an offset value to a pixel value of a pixel included in an image generated by coding the input image; and continuously performing bypass arithmetic coding in which a fixed probability value is used, on second information and third information among the multiple types of the SAO information, wherein the coded second and third information are placed after the coded first information in the bit stream."
235,"In one embodiment, a method for encoding sample adaptive offset (SAO) values in a video encoding process is provided, the method comprising: selecting an edge offset type; selecting one of one or more edge offset sub-classes; within at least one of the edge offset sub-classes, generating an interpolated pixel value that is related to a current pixel value; generating an offset value that is related to the interpolated pixel value; and optionally applying the offset value to at least the current pixel value to form an SAO compensated value."
236,"A method for video encoding comprising transforming a plurality of pixels to generate a first plurality of transform coefficients, quantizing the first plurality of transform coefficients to generate a plurality of quantized transform coefficients, computing a plurality of prediction pixels based on a plurality of reconstructed pixels which are prediction references for the plurality of pixels, transforming the plurality of prediction pixels to generate a second plurality of transform coefficients, and computing a plurality of prediction residual coefficients as a difference between the plurality of quantized transform coefficients and the second plurality of transform coefficients."
237,"A sampling filter process is provided for scalable video coding. The process provides for re-sampling using video data obtained from an encoder or decoder process of a base layer (BL) in a multi-layer system using adaptive phase shifting to improve quality in Scalable High efficiency Video Coding (SHVC). In order to compensate for phase offsets introduced by downsampling an appropriate phase offset adjustment is made for upsampling in SHVC with an appropriate offset included for proper luma/chroma color space positions. In one approach, an adaptive filter is signaled with its phase offset adjusted to account for the luma/chroma offset."
238,"A method for image decoding includes receiving image information including filter coefficients, generating a restored block for a current block on the basis of the image information; and applying an adaptive loop filter to the restored block on the basis of the filter coefficients. Image encoding efficiency may be improved, and complexity may be reduced."
239,"Adaptive loop filtering in accordance with video coding. An adaptive loop filter (ALF) and/or other in-loop filters (e.g., sample adaptive offset (SAO) filter, etc.) may be implemented within various video coding architectures (e.g., encoding and/or decoding architectures) to perform both offset and scaling processing, only scaling processing, and/or only offset processing. Operation of such an ALF may be selective in accordance with any of multiple respective operational modes at any given time and may be adaptive based upon various consideration(s) (e.g., desired complexity level, processing type, local and/or remote operational conditions, etc.). For example, an ALF may be applied to a decoded picture before it is stored in a picture buffer (or digital teacher buffer (DPB)). An ALF can provide for coding noise reduction of a decoded picture, and the filtering operations performed thereby may be selective (e.g., on a slice by slice basis, block by block basis, etc.)."
240,"In one embodiment, method for decoding a video bitstream comprises: (a) receiving a video bitstream; (b) deriving processed video data from the bitstream; (c) partitioning the processed video data into blocks, wherein each of the blocks is equal to or smaller than a picture; (d) deriving an SAO type from the video bitstream for each of the blocks, wherein the SAO type is selected from the group consisting of one or more edge offset (EO) types and a single merged band offset (BO) type; (e) determining an SAO sub-class associated with the SAO type for each of the pixels in each of the blocks; (f) deriving intensity offset from the video bitstream for the sub-class associated with the SAO type; and (g) applying SAO compensation to each of the pixels in a processed video block, wherein the SAO compensation is based on the intensity offset of step (f)."
241,"Frequency domain sample adaptive offset (SAO). Video processing of a first signal operates to generate a second video signal such that at least one characteristic of a first portion of video information of the first video signal is replicated in generating a second portion of video information, such that the first portion of video information and the second portion of video information undergo combination to generate the second video signal. Such use of the first video signal may involve replication and scaling of the first video information to generate the second portion of video information. One possible characteristic of the first portion of video information may correspond to an energy profile as a function of frequency. One or more portions of the first video signal may be employed to generate different respective portions of the second signal. Such video processing operations may be performed on a block by block basis."
242,"A method for in-loop filtering in a video encoder is provided that includes determining filter parameters for each filtering region of a plurality of filtering regions of a reconstructed picture, applying in-loop filtering to each filtering region according to the filter parameters determined for the filtering region, and signaling the filter parameters for each filtering region in an encoded video bit stream, wherein the filter parameters for each filtering region are signaled after encoded data of a final largest coding unit (LCU) in the filtering region, wherein the in-loop filtering is selected from a group consisting of adaptive loop filtering and sample adaptive offset filtering."
243,"This invention relates to polypropylene fibers and fabrics containing polypropylene fibers, the fibers comprising propylene polymers comprising at least 50 mol % propylene, said polymers having: a) a melt flow rate (MFR, ASTM 1238, 230° C., 2.16 kg) of about 10 dg/min to about 25 dg/min; b) a dimensionless Stress Ratio/Loss Tangent Index R2 [defined by Eq. (8)] at 190° C. from about 1.5 to about 30; c) an onset temperature of crystallization under flow, Tc,rheol, (as determined by SAOS rheology, 190° C., 1° C./min, where said polymer has 0 wt % nucleating agent present), of at least about 123° C.; d) an average meso run length determined by 13C NMR of at least about 55 or higher; and e) optionally, a loss tangent, tan δ, [defined by Eq. (2)] at an angular frequency of 0.1 rad/s at 190° C. from about 14 to about 70."
244,"An image coding method includes performing: context arithmetic coding to consecutively code (i) first information indicating whether or not to perform SAO processing for a first region and (ii) second information indicating whether or not to use, in the SAO processing for the first region, information on SAO processing for a region except the first region; and bypass arithmetic coding to code other information after the first and second information are coded. The other information includes third information indicating whether the SAO processing is edge or band offset processing. In the performing of context arithmetic coding, an initial bit value in a bit string of a parameter indicating a type of the SAO processing is coded as the first information. In the performing of bypass arithmetic coding, a value of a next bit following the initial bit in the bit string of the parameter is coded as the third information."
245,"Sample adaptive offset (SAO) in accordance with video coding. SAO filtering may be performed before de-blocking processing (e.g., in accordance with video signal decoding and/or encoding). For example, a receiver and/or decoder communication device may receive signaling from a transmitter and/or encoder communication device that includes various band offsets. Corresponding band indices may be determined via analysis of the received video signal (e.g., received from the transmitter and/or encoder communication device), inferentially without requiring signaling of such band indices from the transmitter and/or encoder communication device. Upon appropriate analysis of one or more largest coding units (LCUs) generated from the video signal to determine a pixel value distribution (e.g., which may be using a histogram in one instance), then based on that pixel value distribution, the band indices are identified and the band offsets applied thereto."
246,"The present invention relates to an image information encoding and decoding method and a device for same. One embodiment of an image information encoding method according to the present invention, as an image information encoding method according to another embodiment of the present invention, includes the steps of: generating a restore block; applying a deblocking filter on the restore block; applying a Sample Adaptive Offset (SAO) on the restore block having the deblocking filter applied thereon; and transmitting information on the SAO application. During the applying of the SAO, the SAO is applied to chroma pixels, and during the transmitting of the information, in addition to information on whether the SAO is applied on the chroma pixels, at least one of area information, division information on the SAO coverage area, SAO type information, and SAO offset information is transmitted."
247,"A method and apparatus for sample adaptive offset without sign coding. The method includes selecting an edge offset type for at least a portion of an image, classifying at least one pixel of at least the portion of the image into edge shape category, calculating an offset of the pixel, determining the offset is larger or smaller than a predetermined threshold, changing a sign of the offset based on the threshold determination; and performing entropy coding accounting for the sign of the offset and the value of the offset."
248,"A method and apparatus for sharing information in a video decoding system are disclosed. The method derives reconstructed data for a picture from a bitstream, where the picture is partitioned into multiple slices. An information-sharing flag is parsed from the bitstream associated with a current reconstructed slice. If the information-sharing flag indicates information sharing, shared information is determined from a part of the bitstream not corresponding to the current reconstructed slice, and in-loop filtering process is applied to the current reconstructed slice according to the shared information. If the information-sharing flag indicates filter no information sharing, individual information is determined from a part of the bitstream corresponding to the current reconstructed slice, and in-loop filtering process is applied to the current reconstructed slice according to the individual information. A method for a corresponding encoder is also disclosed."
249,"A video encoding method and apparatus, and a video decoding method and apparatus for generating a reconstructed image having a minimized error between an original image and the reconstructed image. The video decoding method accompanied by a sample adaptive offset (SAO) adjustment, the method includes: obtaining 5 slice SAO parameters with respect to a current slice from a slice header of a received bitstream; obtaining luma SAO use information for a luma component of the current slice and chroma SAO use information for chroma components thereof from among the slice SAO parameters; determining whether to perform a SAO operation on the luma component of 10 the current slice based on the obtained luma SAO use information; and equally determining whether to perform the SAO adjustment on a first chroma component and a second chroma component of the current slice based on the obtained chroma SAO use information."
250,"Provided are a method and apparatus for encoding and decoding images based on constrained offset compensation and a loop filter. The image decoding apparatus: receives, from an encoder, a first indicator indicating whether a sequence, a picture, a frame, a slice, a coding unit (CU), a prediction unit (PU), and/or a transform unit (TU) supports constrained offset compensation; receives, from the encoder, a second indicator indicating whether constrained sample adaptive offset (SAO) compensation or an adaptive loop filter (ALF) is applied; receives a parameter from the encoder; and applies the SAO compensation or the ALF to pixels of a restored image on the basis of the second indicator and the parameter."
251,"Provided are a method and apparatus for encoding and decoding images based on constrained offset compensation and a loop filter. The image decoding apparatus: receives, from an encoder, a first indicator indicating whether a sequence, a picture, a frame, a slice, a coding unit (CU), a prediction unit (PU), and/or a transform unit (TU) supports constrained offset compensation; receives, from the encoder, a second indicator indicating whether constrained sample adaptive offset (SAO) compensation or an adaptive loop filter (ALF) is applied; receives a parameter from the encoder; and applies the SAO compensation or the ALF to pixels of a restored image on the basis of the second indicator and the parameter."
252,"An image coding method includes: performing Sample SAO processing on Y signal, Cb signal, and Cr signal which are included in a target block; performing arithmetic coding on a first flag indicating whether or not an SAO parameter, which indicates details of the SAO processing, of the target block is identical to an SAO parameter for a left neighboring block immediately left of the target block; and performing arithmetic coding on the SAO parameter for the target block, when the SAO parameter for the target block is different from the SAO parameter for the left neighboring block. In the arithmetic coding on the first flag, a single context is used to perform the arithmetic coding on the first flag for the luminance signal, the chrominance Cb signal, and the chrominance Cr signal."
253,"A method for signaling sample adaptive offset (SAO) band offset syntax elements in a video encoder is provided that includes receiving a plurality of band offset syntax elements, entropy encoding an absolute value of a magnitude of each band offset syntax element in a compressed video bit stream, and entropy encoding a sign of each non-zero band offset syntax element in the compressed video bit stream following the absolute values of the magnitudes."
254,"A method is provided for forming a zeolitic imidazolate framework composition using at least one reactant that is relatively insoluble in the reaction medium. Also provided herein is a material made according to the method, designated as EMM-19, and a method of using EMM-19 to adsorb gases, such as carbon dioxide."
255,"A synthetic aperture optics (SAO) imaging method minimizes the number of selective excitation patterns used to illuminate the imaging target, based on the objects' physical characteristics corresponding to spatial frequency content from the illuminated target and/or one or more parameters of the optical imaging system used for SAO. With the minimized number of selective excitation patterns, the time required to perform SAO is reduced dramatically, thereby allowing SAO to be used with DNA sequencing applications that require massive parallelization for cost reduction and high throughput. In addition, an SAO apparatus optimized to perform the SAO method is provided. The SAO apparatus includes a plurality of interference pattern generation modules that can be arranged in a half-ring shape."
256,"There are provided methods, computer program products, and systems for indexing a data stream. A method for indexing a data stream having attribute values includes the steps of parsing the data stream, and forming an index of tuples for a subset of attribute values of the data stream. The index is configured for retrieving the top-K tuples that optimize linearly weighted sums of at least some of the attribute values in the subset."
257,"A vehicle exhaust measurement system is provided includes that a conduit having a conduit inlet and a conduit outlet. A make-up air tube is connected to and is in fluid communication with the conduit inlet. The make-up air tube provides make-up air for mixing an exhaust gas. A mixed gas tube is connected to and is in fluid communication with the conduit outlet. The mixed gas tube conveys a mixture of make-up air and exhaust gas to analysis equipment. In the preferred embodiment, the exhaust gas tube extends through an outer wall of the conduit. A mixing plate is arranged in either the conduit or the mixed gas tube with the exhaust gas tube extending to a position adjacent to the mixing plate. The exhaust gas tube conveys the exhaust gas to the mixing plate to mix the exhaust gas and the make-up air at the mixing plate. A correction factor may be applied to the measurements taken by a differential pressure based fluid flow measurement device such as a smooth approach orifice (SAO) to provide an adjusted flow of measurement at the flow measurement device to correct for the pressure pulsations. The correction factor is calculated based upon the intensity of the pulsations of the differential pressure signal, which indicates the flow through the SAO. A correction factor is calculated to account for the changes in density in the diluted exhaust gas during the test as the dilution ratio changes."
258,"There are provided methods, computer program products, and systems for indexing a data stream. A method for indexing a data stream having attribute values includes the steps of parsing the data stream, and forming an index of tuples for a subset of attribute values of the data stream. The index is configured for retrieving the top-K tuples that optimize linearly weighted sums of at least some of the attribute values in the subset."
259,"A vehicle exhaust measurement system is provided includes that a conduit having a conduit inlet and a conduit outlet. A make-up air tube is connected to and is in fluid communication with the conduit inlet. The make-up air tube provides make-up air for mixing an exhaust gas. A mixed gas tube is connected to and is in fluid communication with the conduit outlet. The mixed gas tube conveys a mixture of make-up air and exhaust gas to analysis equipment. In the preferred embodiment, the exhaust gas tube extends through an outer wall of the conduit. A mixing plate is arranged in either the conduit or the mixed gas tube with the exhaust gas tube extending to a position adjacent to the mixing plate. The exhaust gas tube conveys the exhaust gas to the mixing plate to mix the exhaust gas and the make-up air at the mixing plate. A correction factor may be applied to the measurements taken by a differential pressure based fluid flow measurement device such as a smooth approach orifice (SAO) to provide an adjusted flow of measurement at the flow measurement device to correct for the pressure pulsations. The correction factor is calculated based upon the intensity of the pulsations of the differential pressure signal, which indicates the flow through the SAO."
260,"A computer based software system and method for semantically processing a user entered natural language request to identify and store linguistic subject-action-object (SAO) structures, using such structures as key words/phrases to search local and web-based databases for downloading candidate natural language documents, semantically processing candidate document texts into candidate document SAO structures, and selecting and storing only relevant documents whose SAO structures include a match with a stored request SAO structure. Further features include analyzing relationships among relevant document SAO structures and creating new SAO structures based on such relationships that may yield new knowledge concepts and ideas for display to the user and generating and displaying natural language summaries based on the relevant document SAO structures."
261,"A method of producing a dielectric ceramic composition is disclosed which includes the steps of: preparing a main ceramic composition comprising BaO, TiO.sub.2 and RE.sub.2 O.sub.3 (where RE represents at least one rare earth metal) as major components; calcining a mixture of starting materials which give the main ceramic composition, at a temperature of 1050.degree. C. or higher, to provide a calcined mixture; finely pulverizing the calcined mixture to provide a calcined ceramic powder having an average grain size of not larger than 0.8 .mu.m; and adding, as at least a part of a secondary component, a B.sub.2 O.sub.3 powder or a glass powder containing B.sub.2 O.sub.3, to the main ceramic composition. Also disclosed are a dielectric resonator and dielectric filter using such a dielectric ceramic composition as produced according to the above method, and a method of producing such a dielectric resonator or filter."
262,An adjustable hand grip that can slide along the vertical supports of an orthopedic crutch is provided. The hand grip can be easily fixed to the supports at different vertical elevations to accommodate the user by providing a sleeve that surrounds and slides over each vertical support. Each sleeve has an aperture that can be aligned with the apertures in the vertical support. A bracket that extends between the vertical supports rigidly connects the sleeves. A locking member for locking the sleeve to a vertical support is provided and comprises a generally U-shaped clamp that surrounds a portion of the sleeve and a pin that can be inserted through aligned apertures in the sleeve and vertical support so that the hand grip is firmly fixed to the vertical support.
263,"An adjustable holder for a magnetic resonance imaging RF surface coil for imaging a part of the body such as the temporomandibular joint. Elements are provided for positioning and securing the RF surface coil at a first predetermined point along a longitudinal axis of the holder and for positioning and securing the RF surface coil at a second predetermined point transverse to the longitudinal axis and at a radial distance R from the longitudinal axis. The preferred embodiment provides orbital movement of the surface coil about the longitudinal axis using a pair of U-shaped runner guides disposed substantially transverse to the longitudinal axis and adjustable clamps in cooperative engagement with the runner guides. The surface coil may be adjusted along a path transverse to the longitudinal axis by way of an adjustable shaft or arm which can be moved inwardly and outwardly, and the surface coil can be pivoted in a step-wise manner using a pivot head having a plurality of equally spaced detents. The pivot head is biased in a direction away from the surface coil and adjustably engages one of the plural detents while rotating about an axis substantially parallel to the longitudinal axis."
264,"An oximeter for measuring oxygen saturation in arterial blood includes a light source for projecting light to a body member to be measured, a light responsive circuit for receiving the light which has transmitted through said body member and for generating at least first, second and third signals at three different wavelengths, and a calculator for calculating at least first SaO.sub.2 data using first and second signals and second SaO.sub.2 data using first and third signals. It is detected whether or not a difference between the first and second SaO.sub.2 data is within a predetermined level. When the difference is within the predetermined level, it is assumed that the first and/or second SaO.sub.2 data are valid, but if not, they are assumed as invalid."
265,"The present invention provides an image encoding method and an image decoding method. The image decoding method, according to the present invention, comprises the steps of: decoding information associated with a clipping range of a current block; and performing sample adaptive offset (SAO) filtering on the basis of the information associated with the clipping range, wherein the information associated with the clipping range may include information on the maximum and minimum values of a pixel value included in the current block."
266,"Methods and apparatus for performing in-loop filtering in an encoder or a decoder provide regions which use a common set of filter parameters An index can be sent from an encoder to a decoder indicating which set of filter parameters is to be used for a particular region. The in-loop filter can be Sample Adaptive Offset, Adaptive Loop Filter, or any other such filter. An encoder classifies regions of a picture according to blocks using a common set of filter parameter. The classification can be in the form of a map. Filtering blocks use the common set of filter parameters for a region. A decoder parses a bitstream for a set of filter parameters and an index indicative of the filter parameter set for a region being decoded."
267,"A method for image decoding, according to the present invention, includes the following steps: receiving image information including a plurality of filter coefficients; generating a restored block for a current block on the basis of the image information; and applying an adaptive loop filter to the restored block on the basis of the plurality of filter coefficients. According to the present invention, image encoding efficiency may be improved, and complexity may be reduced."
268,"A method (2400) for processing an image. The method includes obtaining (s2402) a set of sample values associated with the image, the set of sample values comprising a current sample value and sample values neighboring the current sample value, wherein the obtained set of sample values is included within a rectangular block of sample values, and the current sample value has a vertical position, y. The method also includes selecting (s2404) a filter strength value based on y, wherein selecting the filter strength value based on y comprises: selecting a first filter strength value if a condition is satisfied, otherwise if the condition is not satisfied selecting a second filter strength value, wherein the condition is satisfied only when y is equal to a predetermined value and the condition is not satisfied if y is not equal to the predetermined value. The method also includes filtering (s2406) the current sample based on the selected filter strength value."
269,"A method for decoding a plurality of pictures from a bitstream is provided where the bitstream includes a first segment header and a second segment header. The method includes decoding a first picture from the bitstream using first parameter values decoded from the first segment header. The method includes decoding a second picture from the bitstream using second parameter values from the second segment header, wherein at least one second parameter value of the second parameter values from the second segment header is derived from a first parameter value of the first parameter values decoded from the first segment header."
270,"A video decoding method performed by a decoding device according to the present disclosure comprises the steps of: acquiring indication information indicating whether one or more tools for the current block can be applied at a picture level or slice level; determining, on the basis of the indication information, whether information related to the one or more tools is present in a picture header or a slice header; parsing the information related to the one or more tools from the picture header or the slice header on the basis of the determination result; and decoding the current block on the basis of the information related to the one or more tools."
271,"The present invention relates to a method for encoding and decoding image information and to an apparatus using same, and the method for encoding the image information, according to the present invention, comprises the steps of: generating a recovery block; applying a deblocking filter to the recovery block; applying a sample adaptive offset (SAO) to the recovery block to which the deblocking filter is applied; and transmitting the image information including information on the SAO which is applied, wherein in the step of transmitting, information for specifying bands that cover a scope of a pixel value, to which a band off set is applied, is transmitted when the band offset is applied during the step of applying the SAO."
272,"This application is directed to processing video data that includes a plurality of luma samples and a plurality of chroma samples corresponding to a plurality of pixel groups of a video frame. For each pixel group, an electronic device identifies a respective chroma sample and a set of luma samples and determines an anchor luma sample from the set of luma samples. A chroma refinement value is generated based on the set of luma samples by differencing a respective luminance value of each luma sample in the set by an anchor luminance value of the anchor luma sample and applying a cross component filter to the difference luminance values of the set of luma samples. The electronic device then updates the chroma sample using the chroma refinement value for each pixel group and stores the updated respective chroma sample of each pixel group in association with the video frame."
273,"A method and a device for encoding/decoding images are disclosed. The method for encoding images comprises the steps of: deriving a scan type of a residual signal for a current block according to whether or not the current block is a transform skip block; and applying the scan type to the residual signal for the current block, wherein the transform skip block is a block to which transform for the current block is not applied and is specified on the basis of information indicating whether or not transform for the current block is to be applied."
274,"A method for coding a video sequence is provided that includes encoding a portion of a picture in the video sequence in lossless coding mode, and signaling a lossless coding indicator in a compressed bit stream, wherein the lossless coding indicator corresponds to the portion of a picture and indicates whether or not the portion of the picture is losslessly coded. A method for decoding a compressed video bit stream is provided that includes determining that lossless coding mode is enabled, decoding a lossless coding indicator from the compressed video bit stream, wherein the lossless coding indicator corresponds to a portion of a picture in the compressed video bit stream and indicates whether or not the portion of the picture is losslessly coded, and decoding the portion of the picture in lossless coding mode when the lossless coding indicator indicates the portion of the picture is losslessly coded."
275,"The present invention describes a bio-based process to produce high quality protein concentrate (HQPC) by converting plant derived celluloses and carbohydrates into bioavailable protein via aerobic incubation, including the use of such HQPC so produced as an antibacterial and use of said HQPC in feed formulations for shellfish aquaculture diets."
276,"Aspects of the disclosure include methods, apparatuses, and non-transitory computer-readable storage mediums for video encoding/decoding. An apparatus includes processing circuitry that decodes prediction information of a current block in a current picture that is a part of a video bitstream. The processing circuitry determines that a first plurality of coding tools is enabled and a second plurality of coding tools is disabled for the current block based on a syntax element included in the video bitstream. The first plurality of coding tools includes a deblocking filter. The second plurality of coding tools includes at least one of a sample adaptive offset filter, an intra sub-partitioning, and a matrix based intra prediction. The processing circuitry reconstructs the current block based on the first plurality of coding tools being enabled and the second plurality of coding tools being disabled."
277,"A method for a Sample Adaptive Offset (SAO) in-loop filtering process for a reconstructed picture, the method comprising: obtaining a reconstructed picture sample array; obtaining a value of the size of a current coding tree unit (CTU); obtaining at least one SAO parameter; comparing the value of the size of the current CTU with a predefined threshold, and upon determining that a value of the size of the current CTU is smaller than the predetermined threshold, setting a value of the size of a sample-adaptive offset (SAO) region to be equal to the predefined threshold; and performing a SAO process on the samples comprised in a the SAO region based on the at least one SAO parameter, wherein the SAO region is defined according to the value of the size of the SAO region."
278,"Aspects of the disclosure provide methods and apparatuses for video encoding/decoding. In some examples, an apparatus for video decoding includes processing circuitry that determines, from a coded video bitstream, a portion of a block is subject to a zero-out operation based on a threshold number of samples being less than a number of samples in one of a height dimension or a width dimension of the block. The processing circuitry determines whether a mixture of a lossless coding mode and one or more lossy coding modes is allowed in the coded video bitstream. The processing circuitry reconstructs the block based on the one or more lossy coding modes in response to (i) the mixture of the lossless coding mode and the one or more lossy coding modes being allowed in the coded video bitstream and (ii) the portion of the block being subject to the zero-out operation."
279,"An example device for decoding video data, the device including a memory configured to store video data; and one or more processors implemented in circuitry and configured to: determine that adaptive loop filter (ALF) information can be present in a picture header of a picture of the video data and cannot be present in a slice header; in response to determining that the ALF information can be present in the picture header and cannot be present in the slice header, determine that a picture header syntax structure is not present in the slice header (e.g., without decoding data representing a value for a syntax element indicating whether the picture header syntax structure is present in the slice header); and decode the picture according to the determination that the picture header syntax structure is not present in the slice header."
280,"Methods and apparatus for in-loop processing of reconstructed video are disclosed. According to one method, a virtual boundary is determined for to-be-processed pixels in the current picture, where the virtual boundary is aligned with block boundaries and at least one to-be-processed pixel on a first side of the virtual boundary requires one or more second pixels on a second side of the virtual boundary. According to the method, the in-loop processing is modified if a target to-be-processed pixel requires at least one second pixel from the second side of the virtual boundary and the modified in-loop processing eliminates the need for any second pixel on the second side of the virtual boundary. According to another method, the operations of block classification are changed when part of the required pixels in one 10×10 window used in classification are at the other side of virtual boundaries."
281,"A method for sample adaptive offset (SAO) filtering and SAO parameter signaling in a video encoder is provided that includes determining SAO parameters for largest coding units (LCUs) of a reconstructed picture, wherein the SAO parameters include an indicator of an SAO filter type and a plurality of SAO offsets, applying SAO filtering to the reconstructed picture according to the SAO parameters, and entropy encoding LCU specific SAO information for each LCU of the reconstructed picture in an encoded video bit stream, wherein the entropy encoded LCU specific SAO information for the LCUs is interleaved with entropy encoded data for the LCUs in the encoded video bit stream. Determining SAO parameters may include determining the LCU specific SAO information to be entropy encoded for each LCU according to an SAO prediction protocol."
282,"An inter-prediction method according to the present invention comprises the steps of: deriving motion information of a current block; and generating a prediction block for the current block on the basis of the derived motion information. According to the present invention, computational complexity can be reduced and encoding efficiency can be improved."
283,"The present invention relates to a method for encoding and decoding image information and to an apparatus using same, and the method for encoding the image information, according to the present invention, comprises the steps of: generating a recovery block; applying a deblocking filter to the recovery block; applying a sample adaptive offset (SAO) to the recovery block to which the deblocking filter is applied; and transmitting the image information including information on the SAO which is applied, wherein in the step of transmitting, information for specifying bands that cover a scope of a pixel value, to which a band off set is applied, is transmitted when the band offset is applied during the step of applying the SAO."
284,"Provided is an image decoding method including determining at least one first processing mode for decoding of a current block, based on a motion vector resolution (MVR) of the current block, the at least one first processing mode being from among a plurality of processing modes included in at least one of a prediction process, a transform process, and a filtering process; and decoding the current block, according to the at least one first processing mode."
285,"Offset values, such as Sample Adaptive Offset (SAO) values in video coding standards such as the High Efficiency Video Coding standard (HEVC), may be improved by performing calculations and operations that improve the preciseness of these values without materially affecting the signal overhead needed to transmit the more precise values. Such calculations and operations may include applying a quantization factor to a video sample and at least some of its neighbors, comparing the quantized values, and classifying the video sample as a minimum, maximum, or one of various types of edges based on the comparison. Other sample range, offset mode, and/or offset precision parameters may be calculated and transmitted with metadata to improve the precision of offset values."
286,"A video decoding method includes obtaining split information indicating whether to split a current block, splitting the current block into two or more lower blocks when the split information indicates to split the current block, obtaining encoding order information indicating an encoding order of the lower blocks of the current block, determining a decoding order of the lower blocks according to the encoding order information, and decoding the lower blocks according to the decoding order."
287,"Method and apparatus of coding a video sequence are disclosed. According to this method, a first syntax is signalled in or parsed from a bitstream, where the first syntax indicates whether a loop filtering process is disabled for one or more virtual boundaries in a corresponding region. A reconstructed filter unit in a current picture is received, wherein the reconstructed filter unit is associated with the loop filter and the reconstructed filter unit comprises reconstructed pixels for applying a loop filtering process associated with the loop filter to a current reconstructed pixel. When the first syntax is true, the loop filter processing is disabled when the reconstructed filter unit is across said one or more virtual boundaries in the corresponding region. When the first syntax is false, the loop filter processing is not disabled when the reconstructed filter unit is across the virtual boundary."
288,A sampling filter process is provided for scalable video coding. The process provides for re-sampling using video data obtained from an encoder or decoder process of a base layer (BL) in a multi-layer system using adaptive phase shifting to improve quality in Scalable High efficiency Video Coding (SHVC). In order to compensate for phase offsets introduced by downsampling an appropriate phase offset adjustment is made for upsampling in SHVC with an appropriate offset included for proper luma/chroma color space positions. In one approach the luma/chroma phase offset is specified and a filter is selected to apply the appropriate phase change.
289,"A method for sample adaptive offset (SAO) filtering and SAO parameter signaling in a video encoder is provided that includes determining SAO parameters for largest coding units (LCUs) of a reconstructed picture, wherein the SAO parameters include an indicator of an SAO filter type and a plurality of SAO offsets, applying SAO filtering to the reconstructed picture according to the SAO parameters, and entropy encoding LCU specific SAO information for each LCU of the reconstructed picture in an encoded video bit stream, wherein the entropy encoded LCU specific SAO information for the LCUs is interleaved with entropy encoded data for the LCUs in the encoded video bit stream. Determining SAO parameters may include determining the LCU specific SAO information to be entropy encoded for each LCU according to an SAO prediction protocol."
